sensor,time,datetime,y,x
1,70,2021-01-11T06:30:00Z,-0.270099774,-3.079130956
1,71,2021-01-11T06:45:00Z,-0.291221393,-3.079130956
1,72,2021-01-11T07:00:00Z,-0.354586249,-3.079130956
1,73,2021-01-11T07:15:00Z,-0.396829487,-3.079130956
1,74,2021-01-11T07:30:00Z,-0.439072724,-3.079130956
1,75,2021-01-11T07:45:00Z,-0.481315962,-3.227054779
1,76,2021-01-11T08:00:00Z,-0.502437581,-3.227054779
1,77,2021-01-11T08:15:00Z,-0.544680818,-3.227054779
1,78,2021-01-11T08:30:00Z,-0.586924056,-3.227054779
1,79,2021-01-11T08:45:00Z,-0.608045675,-3.227054779
1,80,2021-01-11T09:00:00Z,-0.650288912,-3.227054779
1,81,2021-01-11T09:15:00Z,-0.69253215,-3.227054779
1,82,2021-01-11T09:30:00Z,-0.713653769,-3.202400808
1,83,2021-01-11T09:45:00Z,-0.734775388,-3.202400808
1,84,2021-01-11T10:00:00Z,-0.777018625,-3.202400808
1,85,2021-01-11T10:15:00Z,-0.798140244,-3.202400808
1,86,2021-01-11T10:30:00Z,-0.819261863,-3.202400808
1,87,2021-01-11T10:45:00Z,-0.840383481,-3.214727794
1,88,2021-01-11T11:00:00Z,-0.8615051,-3.214727794
1,89,2021-01-11T11:15:00Z,-0.882626719,-3.214727794
1,90,2021-01-11T11:30:00Z,-0.882626719,-3.214727794
1,91,2021-01-11T11:45:00Z,-0.882626719,-3.177746838
1,92,2021-01-11T12:00:00Z,-0.903748338,-3.177746838
1,93,2021-01-11T12:15:00Z,-0.903748338,-3.177746838
1,94,2021-01-11T12:30:00Z,-0.924869957,-3.177746838
1,95,2021-01-11T12:45:00Z,-0.924869957,-3.227054779
1,96,2021-01-11T13:00:00Z,-0.924869957,-3.227054779
1,97,2021-01-11T13:15:00Z,-0.924869957,-3.227054779
1,98,2021-01-11T13:30:00Z,-0.924869957,-3.005169044
1,99,2021-01-11T13:45:00Z,-0.924869957,-3.005169044
1,100,2021-01-11T14:00:00Z,-0.903748338,-3.005169044
1,101,2021-01-11T14:15:00Z,-0.903748338,-3.005169044
1,102,2021-01-11T14:30:00Z,-0.882626719,-3.005169044
1,103,2021-01-11T14:45:00Z,-0.882626719,-2.758629339
1,104,2021-01-11T15:00:00Z,-0.8615051,-2.758629339
1,105,2021-01-11T15:15:00Z,-0.819261863,-2.758629339
1,106,2021-01-11T15:30:00Z,-0.777018625,-2.438127723
1,107,2021-01-11T15:45:00Z,-0.734775388,-2.438127723
1,108,2021-01-11T16:00:00Z,NA,NA
1,109,2021-01-11T16:15:00Z,-0.608045675,-2.438127723
1,110,2021-01-11T16:30:00Z,-0.5235592,-2.438127723
1,111,2021-01-11T16:45:00Z,-0.460194343,-1.119140301
1,112,2021-01-11T17:00:00Z,-0.417951106,-1.119140301
1,113,2021-01-11T17:15:00Z,-0.354586249,-1.119140301
1,114,2021-01-11T17:30:00Z,-0.312343012,-0.995870449
1,115,2021-01-11T17:45:00Z,-0.270099774,-0.995870449
1,116,2021-01-11T18:00:00Z,-0.248978155,-0.995870449
1,117,2021-01-11T18:15:00Z,-0.206734918,-0.995870449
1,118,2021-01-11T18:30:00Z,-0.185613299,-0.995870449
1,119,2021-01-11T18:45:00Z,-0.16449168,-1.119140301
1,120,2021-01-11T19:00:00Z,-0.143370061,-1.119140301
1,121,2021-01-11T19:15:00Z,-0.122248442,-1.119140301
1,122,2021-01-11T19:30:00Z,-0.101126824,-1.119140301
1,123,2021-01-11T19:45:00Z,-0.080005205,-0.909581552
1,124,2021-01-11T20:00:00Z,-0.058883586,-0.909581552
1,125,2021-01-11T20:15:00Z,-0.037761967,-0.909581552
1,126,2021-01-11T20:30:00Z,-0.037761967,-0.823292656
1,127,2021-01-11T20:45:00Z,-0.016640348,-0.823292656
1,128,2021-01-11T21:00:00Z,0.00448127,-0.823292656
1,129,2021-01-11T21:15:00Z,0.00448127,-0.823292656
1,130,2021-01-11T21:30:00Z,0.025602889,-0.823292656
1,131,2021-01-11T21:45:00Z,0.025602889,-0.798638685
1,132,2021-01-11T22:00:00Z,0.046724508,-0.798638685
1,133,2021-01-11T22:15:00Z,0.046724508,-0.798638685
1,134,2021-01-11T22:30:00Z,0.025602889,-0.872600597
1,135,2021-01-11T22:45:00Z,0.046724508,-0.872600597
1,136,2021-01-11T23:00:00Z,0.046724508,-0.872600597
1,137,2021-01-11T23:15:00Z,0.046724508,-0.872600597
1,138,2021-01-11T23:30:00Z,0.046724508,-0.872600597
1,139,2021-01-11T23:45:00Z,0.046724508,-1.082159346
1,140,2021-01-12T00:00:00Z,0.025602889,-1.082159346
1,141,2021-01-12T00:15:00Z,0.025602889,-1.082159346
1,142,2021-01-12T00:30:00Z,0.025602889,-1.082159346
1,143,2021-01-12T00:45:00Z,0.00448127,-1.082159346
1,144,2021-01-12T01:00:00Z,0.00448127,-1.30404508
1,145,2021-01-12T01:15:00Z,-0.016640348,-1.30404508
1,146,2021-01-12T01:30:00Z,-0.016640348,-1.30404508
1,147,2021-01-12T01:45:00Z,-0.037761967,-1.30404508
1,148,2021-01-12T02:00:00Z,-0.058883586,-1.30404508
1,149,2021-01-12T02:15:00Z,-0.058883586,-1.30404508
1,150,2021-01-12T02:30:00Z,-0.080005205,-1.30404508
1,151,2021-01-12T02:45:00Z,-0.080005205,-1.575238756
1,152,2021-01-12T03:00:00Z,-0.101126824,-1.575238756
1,153,2021-01-12T03:15:00Z,-0.122248442,-1.575238756
1,154,2021-01-12T03:30:00Z,-0.122248442,-1.575238756
1,155,2021-01-12T03:45:00Z,-0.143370061,-1.834105446
1,156,2021-01-12T04:00:00Z,-0.143370061,-1.834105446
1,157,2021-01-12T04:15:00Z,-0.16449168,-1.834105446
1,158,2021-01-12T04:30:00Z,-0.16449168,-1.834105446
1,159,2021-01-12T04:45:00Z,-0.185613299,-1.858759416
1,160,2021-01-12T05:00:00Z,-0.185613299,-1.858759416
1,161,2021-01-12T05:15:00Z,-0.185613299,-1.858759416
1,162,2021-01-12T05:30:00Z,-0.206734918,-1.858759416
1,163,2021-01-12T05:45:00Z,-0.206734918,-1.895740372
1,164,2021-01-12T06:00:00Z,-0.206734918,-1.895740372
1,165,2021-01-12T06:15:00Z,-0.227856536,-1.895740372
1,166,2021-01-12T06:30:00Z,-0.227856536,-1.895740372
1,167,2021-01-12T06:45:00Z,-0.227856536,-1.895740372
1,168,2021-01-12T07:00:00Z,-0.227856536,-1.895740372
1,169,2021-01-12T07:15:00Z,-0.248978155,-1.895740372
1,170,2021-01-12T07:30:00Z,-0.248978155,-1.895740372
1,171,2021-01-12T07:45:00Z,-0.248978155,-1.895740372
1,172,2021-01-12T08:00:00Z,-0.248978155,-1.895740372
1,173,2021-01-12T08:15:00Z,-0.248978155,-1.895740372
1,174,2021-01-12T08:30:00Z,-0.270099774,-1.895740372
1,175,2021-01-12T08:45:00Z,-0.270099774,-1.858759416
1,176,2021-01-12T09:00:00Z,-0.270099774,-1.858759416
1,177,2021-01-12T09:15:00Z,-0.270099774,-1.858759416
1,178,2021-01-12T09:30:00Z,-0.291221393,-1.871086402
1,179,2021-01-12T09:45:00Z,-0.291221393,-1.871086402
1,180,2021-01-12T10:00:00Z,-0.291221393,-1.871086402
1,181,2021-01-12T10:15:00Z,-0.291221393,-1.871086402
1,182,2021-01-12T10:30:00Z,-0.291221393,-1.871086402
1,183,2021-01-12T10:45:00Z,-0.291221393,-1.834105446
1,184,2021-01-12T11:00:00Z,-0.291221393,-1.834105446
1,185,2021-01-12T11:15:00Z,-0.291221393,-1.834105446
1,186,2021-01-12T11:30:00Z,-0.291221393,-1.79712449
1,187,2021-01-12T11:45:00Z,-0.312343012,-1.79712449
1,188,2021-01-12T12:00:00Z,-0.291221393,-1.79712449
1,189,2021-01-12T12:15:00Z,-0.312343012,-1.79712449
1,190,2021-01-12T12:30:00Z,-0.312343012,-1.79712449
1,191,2021-01-12T12:45:00Z,-0.312343012,-1.747816549
1,192,2021-01-12T13:00:00Z,-0.312343012,-1.747816549
1,193,2021-01-12T13:15:00Z,-0.312343012,-1.747816549
1,194,2021-01-12T13:30:00Z,-0.312343012,-1.747816549
1,195,2021-01-12T13:45:00Z,-0.312343012,-1.747816549
1,196,2021-01-12T14:00:00Z,-0.312343012,-1.747816549
1,197,2021-01-12T14:15:00Z,-0.291221393,-1.747816549
1,198,2021-01-12T14:30:00Z,-0.291221393,-1.747816549
1,199,2021-01-12T14:45:00Z,-0.291221393,-1.784797505
1,200,2021-01-12T15:00:00Z,-0.291221393,-1.784797505
1,201,2021-01-12T15:15:00Z,-0.270099774,-1.784797505
1,202,2021-01-12T15:30:00Z,-0.248978155,-1.784797505
1,203,2021-01-12T15:45:00Z,-0.227856536,-1.760143534
1,204,2021-01-12T16:00:00Z,-0.206734918,-1.760143534
1,205,2021-01-12T16:15:00Z,-0.185613299,-1.760143534
1,206,2021-01-12T16:30:00Z,-0.143370061,-1.760143534
1,207,2021-01-12T16:45:00Z,-0.101126824,-1.414987947
1,208,2021-01-12T17:00:00Z,-0.058883586,-1.414987947
1,209,2021-01-12T17:15:00Z,0.00448127,-1.414987947
1,210,2021-01-12T17:30:00Z,0.067846127,-1.414987947
1,211,2021-01-12T17:45:00Z,0.131210983,-1.205429198
1,212,2021-01-12T18:00:00Z,0.215697458,-1.205429198
1,213,2021-01-12T18:15:00Z,0.279062315,-1.205429198
1,214,2021-01-12T18:30:00Z,0.36354879,-0.798638685
1,215,2021-01-12T18:45:00Z,0.426913646,-0.798638685
1,216,2021-01-12T19:00:00Z,0.490278503,-0.798638685
1,217,2021-01-12T19:15:00Z,NA,NA
1,218,2021-01-12T19:30:00Z,0.595886597,-0.416502142
1,219,2021-01-12T19:45:00Z,0.638129834,-0.416502142
1,220,2021-01-12T20:00:00Z,0.701494691,-0.416502142
1,221,2021-01-12T20:15:00Z,0.722616309,-0.416502142
1,222,2021-01-12T20:30:00Z,0.764859547,-0.206943393
1,223,2021-01-12T20:45:00Z,0.807102785,-0.206943393
1,224,2021-01-12T21:00:00Z,0.828224403,-0.206943393
1,225,2021-01-12T21:15:00Z,0.828224403,-0.206943393
1,226,2021-01-12T21:30:00Z,0.849346022,-0.206943393
1,227,2021-01-12T21:45:00Z,0.870467641,-0.009711629
1,228,2021-01-12T22:00:00Z,0.849346022,-0.009711629
1,229,2021-01-12T22:15:00Z,0.849346022,-0.009711629
1,230,2021-01-12T22:30:00Z,0.828224403,0.002615356
1,231,2021-01-12T22:45:00Z,0.807102785,0.002615356
1,232,2021-01-12T23:00:00Z,0.764859547,0.002615356
1,233,2021-01-12T23:15:00Z,0.743737928,0.002615356
1,234,2021-01-12T23:30:00Z,0.701494691,0.002615356
1,235,2021-01-12T23:45:00Z,0.659251453,-0.379521187
1,236,2021-01-13T00:00:00Z,0.595886597,-0.379521187
1,237,2021-01-13T00:15:00Z,0.553643359,-0.379521187
1,238,2021-01-13T00:30:00Z,0.511400121,-0.379521187
1,239,2021-01-13T00:45:00Z,0.469156884,-0.379521187
1,240,2021-01-13T01:00:00Z,0.405792027,-1.143794272
1,241,2021-01-13T01:15:00Z,0.36354879,-1.143794272
1,242,2021-01-13T01:30:00Z,0.321305552,-1.143794272
1,243,2021-01-13T01:45:00Z,0.257940696,-1.143794272
1,244,2021-01-13T02:00:00Z,0.215697458,-1.143794272
1,245,2021-01-13T02:15:00Z,0.152332602,-1.143794272
1,246,2021-01-13T02:30:00Z,0.088967745,-2.03133721
1,247,2021-01-13T02:45:00Z,0.067846127,-2.03133721
1,248,2021-01-13T03:00:00Z,0.00448127,-2.03133721
1,249,2021-01-13T03:15:00Z,-0.016640348,-2.03133721
1,250,2021-01-13T03:30:00Z,-0.080005205,-2.03133721
1,251,2021-01-13T03:45:00Z,-0.122248442,-2.327184856
1,252,2021-01-13T04:00:00Z,-0.16449168,-2.327184856
1,253,2021-01-13T04:15:00Z,-0.206734918,-2.327184856
1,254,2021-01-13T04:30:00Z,-0.248978155,-2.327184856
1,255,2021-01-13T04:45:00Z,-0.291221393,-2.536743605
1,256,2021-01-13T05:00:00Z,-0.33346463,-2.536743605
1,257,2021-01-13T05:15:00Z,-0.375707868,-2.536743605
1,258,2021-01-13T05:30:00Z,-0.417951106,-2.536743605
1,259,2021-01-13T05:45:00Z,-0.460194343,-2.684667428
1,260,2021-01-13T06:00:00Z,-0.481315962,-2.684667428
1,261,2021-01-13T06:15:00Z,-0.5235592,-2.684667428
1,262,2021-01-13T06:30:00Z,-0.544680818,-2.54907059
1,263,2021-01-13T06:45:00Z,-0.586924056,-2.54907059
1,264,2021-01-13T07:00:00Z,-0.629167294,-2.54907059
1,265,2021-01-13T07:15:00Z,-0.671410531,-2.54907059
1,266,2021-01-13T07:30:00Z,-0.69253215,-2.54907059
1,267,2021-01-13T07:45:00Z,-0.734775388,-2.672340443
1,268,2021-01-13T08:00:00Z,-0.777018625,-2.672340443
1,269,2021-01-13T08:15:00Z,-0.819261863,-2.672340443
1,270,2021-01-13T08:30:00Z,-0.840383481,-2.672340443
1,271,2021-01-13T08:45:00Z,-0.8615051,-2.746302354
1,272,2021-01-13T09:00:00Z,-0.903748338,-2.746302354
1,273,2021-01-13T09:15:00Z,-0.924869957,-2.746302354
1,274,2021-01-13T09:30:00Z,-0.988234813,-2.869572207
1,275,2021-01-13T09:45:00Z,-1.009356432,-2.869572207
1,276,2021-01-13T10:00:00Z,-1.030478051,-2.869572207
1,277,2021-01-13T10:15:00Z,-1.051599669,-2.869572207
1,278,2021-01-13T10:30:00Z,-1.093842907,-2.869572207
1,279,2021-01-13T10:45:00Z,-1.114964526,-2.906553162
1,280,2021-01-13T11:00:00Z,-1.157207763,-2.906553162
1,281,2021-01-13T11:15:00Z,-1.178329382,-2.906553162
1,282,2021-01-13T11:30:00Z,-1.199451001,-2.906553162
1,283,2021-01-13T11:45:00Z,-1.22057262,-2.968188089
1,284,2021-01-13T12:00:00Z,-1.241694239,-2.968188089
1,285,2021-01-13T12:15:00Z,-1.283937476,-2.968188089
1,286,2021-01-13T12:30:00Z,-1.305059095,-3.005169044
1,287,2021-01-13T12:45:00Z,-1.326180714,-3.005169044
1,288,2021-01-13T13:00:00Z,-1.347302333,-3.005169044
1,289,2021-01-13T13:15:00Z,-1.368423951,-3.005169044
1,290,2021-01-13T13:30:00Z,-1.38954557,-3.005169044
1,291,2021-01-13T13:45:00Z,-1.410667189,-3.202400808
1,292,2021-01-13T14:00:00Z,-1.410667189,-3.202400808
1,293,2021-01-13T14:15:00Z,-1.410667189,-3.202400808
1,294,2021-01-13T14:30:00Z,-1.38954557,-3.27636272
1,295,2021-01-13T14:45:00Z,-1.368423951,-3.27636272
1,296,2021-01-13T15:00:00Z,-1.305059095,-3.27636272
1,297,2021-01-13T15:15:00Z,-1.262815857,-3.27636272
1,298,2021-01-13T15:30:00Z,-1.178329382,-2.512089634
1,299,2021-01-13T15:45:00Z,-1.114964526,-2.512089634
1,300,2021-01-13T16:00:00Z,-1.030478051,-2.512089634
1,301,2021-01-13T16:15:00Z,-0.945991575,-2.512089634
1,302,2021-01-13T16:30:00Z,-0.819261863,-2.512089634
1,303,2021-01-13T16:45:00Z,-0.734775388,-1.624546697
1,304,2021-01-13T17:00:00Z,-0.629167294,-1.624546697
1,305,2021-01-13T17:15:00Z,-0.5235592,-1.624546697
1,306,2021-01-13T17:30:00Z,-0.396829487,-1.624546697
1,307,2021-01-13T17:45:00Z,-0.312343012,-1.032851405
1,308,2021-01-13T18:00:00Z,-0.206734918,-1.032851405
1,309,2021-01-13T18:15:00Z,-0.122248442,-1.032851405
1,310,2021-01-13T18:30:00Z,-0.016640348,-0.465810083
1,311,2021-01-13T18:45:00Z,0.046724508,-0.465810083
1,312,2021-01-13T19:00:00Z,0.131210983,-0.465810083
1,313,2021-01-13T19:15:00Z,0.215697458,-0.465810083
1,314,2021-01-13T19:30:00Z,0.279062315,-0.465810083
1,315,2021-01-13T19:45:00Z,0.342427171,-0.05901957
1,316,2021-01-13T20:00:00Z,0.384670409,-0.05901957
1,317,2021-01-13T20:15:00Z,0.426913646,-0.05901957
1,318,2021-01-13T20:30:00Z,0.469156884,0.162866164
1,319,2021-01-13T20:45:00Z,0.511400121,0.162866164
1,320,2021-01-13T21:00:00Z,0.553643359,0.162866164
1,321,2021-01-13T21:15:00Z,0.574764978,0.162866164
1,322,2021-01-13T21:30:00Z,0.595886597,0.162866164
1,323,2021-01-13T21:45:00Z,0.595886597,0.19984712
1,324,2021-01-13T22:00:00Z,0.595886597,0.19984712
1,325,2021-01-13T22:15:00Z,0.595886597,0.19984712
1,326,2021-01-13T22:30:00Z,0.595886597,0.19984712
1,327,2021-01-13T22:45:00Z,0.553643359,0.125885209
1,328,2021-01-13T23:00:00Z,0.53252174,0.125885209
1,329,2021-01-13T23:15:00Z,0.511400121,0.125885209
1,330,2021-01-13T23:30:00Z,0.469156884,0.125885209
1,331,2021-01-13T23:45:00Z,0.426913646,-0.256251334
1,332,2021-01-14T00:00:00Z,0.405792027,-0.256251334
1,333,2021-01-14T00:15:00Z,0.342427171,-0.256251334
1,334,2021-01-14T00:30:00Z,0.300183933,-0.256251334
1,335,2021-01-14T00:45:00Z,0.257940696,-0.256251334
1,336,2021-01-14T01:00:00Z,0.215697458,-1.04517839
1,337,2021-01-14T01:15:00Z,0.152332602,-1.04517839
1,338,2021-01-14T01:30:00Z,0.110089364,-1.04517839
1,339,2021-01-14T01:45:00Z,0.067846127,-1.04517839
1,340,2021-01-14T02:00:00Z,0.025602889,-1.575238756
1,341,2021-01-14T02:15:00Z,-0.016640348,-1.575238756
1,342,2021-01-14T02:30:00Z,-0.058883586,-1.575238756
1,343,2021-01-14T02:45:00Z,-0.122248442,-2.080645151
1,344,2021-01-14T03:00:00Z,-0.143370061,-2.080645151
1,345,2021-01-14T03:15:00Z,-0.185613299,-2.080645151
1,346,2021-01-14T03:30:00Z,-0.206734918,-1.994356254
1,347,2021-01-14T03:45:00Z,-0.248978155,-1.994356254
1,348,2021-01-14T04:00:00Z,-0.270099774,-1.994356254
1,349,2021-01-14T04:15:00Z,-0.291221393,-1.994356254
1,350,2021-01-14T04:30:00Z,-0.312343012,-1.994356254
1,351,2021-01-14T04:45:00Z,-0.33346463,-1.957375298
1,352,2021-01-14T05:00:00Z,-0.33346463,-1.957375298
1,353,2021-01-14T05:15:00Z,-0.354586249,-1.957375298
1,354,2021-01-14T05:30:00Z,-0.375707868,-1.957375298
1,355,2021-01-14T05:45:00Z,-0.375707868,-1.932721328
1,356,2021-01-14T06:00:00Z,-0.375707868,-1.932721328
1,357,2021-01-14T06:15:00Z,-0.396829487,-1.932721328
1,358,2021-01-14T06:30:00Z,NA,NA
1,359,2021-01-14T06:45:00Z,NA,NA
1,360,2021-01-14T07:00:00Z,-0.396829487,-1.858759416
1,361,2021-01-14T07:15:00Z,-0.417951106,-1.858759416
1,362,2021-01-14T07:30:00Z,-0.417951106,-1.858759416
1,363,2021-01-14T07:45:00Z,-0.417951106,-1.809451475
1,364,2021-01-14T08:00:00Z,-0.417951106,-1.809451475
1,365,2021-01-14T08:15:00Z,-0.417951106,-1.809451475
1,366,2021-01-14T08:30:00Z,-0.439072724,-1.809451475
1,367,2021-01-14T08:45:00Z,-0.439072724,-1.735489564
1,368,2021-01-14T09:00:00Z,-0.439072724,-1.735489564
1,369,2021-01-14T09:15:00Z,-0.439072724,-1.735489564
1,370,2021-01-14T09:30:00Z,-0.439072724,-1.77247052
1,371,2021-01-14T09:45:00Z,-0.439072724,-1.77247052
1,372,2021-01-14T10:00:00Z,-0.439072724,-1.77247052
1,373,2021-01-14T10:15:00Z,-0.439072724,-1.77247052
1,374,2021-01-14T10:30:00Z,-0.460194343,-1.77247052
1,375,2021-01-14T10:45:00Z,-0.460194343,-1.79712449
1,376,2021-01-14T11:00:00Z,-0.460194343,-1.79712449
1,377,2021-01-14T11:15:00Z,-0.460194343,-1.79712449
1,378,2021-01-14T11:30:00Z,-0.460194343,-1.79712449
1,379,2021-01-14T11:45:00Z,-0.460194343,-1.661527652
1,380,2021-01-14T12:00:00Z,-0.460194343,-1.661527652
1,381,2021-01-14T12:15:00Z,-0.460194343,-1.661527652
1,382,2021-01-14T12:30:00Z,-0.439072724,-1.624546697
1,383,2021-01-14T12:45:00Z,-0.439072724,-1.624546697
1,384,2021-01-14T13:00:00Z,-0.439072724,-1.624546697
1,385,2021-01-14T13:15:00Z,-0.439072724,-1.624546697
1,386,2021-01-14T13:30:00Z,-0.417951106,-1.624546697
1,387,2021-01-14T13:45:00Z,-0.417951106,-1.723162579
1,388,2021-01-14T14:00:00Z,-0.417951106,-1.723162579
1,389,2021-01-14T14:15:00Z,-0.417951106,-1.723162579
1,390,2021-01-14T14:30:00Z,-0.396829487,-1.723162579
1,391,2021-01-14T14:45:00Z,-0.375707868,-1.760143534
1,392,2021-01-14T15:00:00Z,-0.354586249,-1.760143534
1,393,2021-01-14T15:15:00Z,-0.312343012,-1.760143534
1,394,2021-01-14T15:30:00Z,-0.248978155,-1.821778461
1,395,2021-01-14T15:45:00Z,-0.206734918,-1.821778461
1,396,2021-01-14T16:00:00Z,-0.143370061,-1.821778461
1,397,2021-01-14T16:15:00Z,-0.058883586,-1.821778461
1,398,2021-01-14T16:30:00Z,0.00448127,-1.821778461
1,399,2021-01-14T16:45:00Z,0.067846127,-1.341026036
1,400,2021-01-14T17:00:00Z,0.152332602,-1.341026036
1,401,2021-01-14T17:15:00Z,0.215697458,-1.341026036
1,402,2021-01-14T17:30:00Z,0.300183933,-0.798638685
1,403,2021-01-14T17:45:00Z,0.384670409,-0.798638685
1,404,2021-01-14T18:00:00Z,0.448035265,-0.798638685
1,405,2021-01-14T18:15:00Z,0.53252174,-0.798638685
1,406,2021-01-14T18:30:00Z,0.595886597,-0.798638685
1,407,2021-01-14T18:45:00Z,0.659251453,-0.31788626
1,408,2021-01-14T19:00:00Z,0.722616309,-0.31788626
1,409,2021-01-14T19:15:00Z,0.785981166,-0.31788626
1,410,2021-01-14T19:30:00Z,0.849346022,-0.31788626
1,411,2021-01-14T19:45:00Z,0.89158926,-0.022038614
1,412,2021-01-14T20:00:00Z,0.933832497,-0.022038614
1,413,2021-01-14T20:15:00Z,0.976075735,-0.022038614
1,414,2021-01-14T20:30:00Z,0.997197354,-0.022038614
1,415,2021-01-14T20:45:00Z,1.018318972,0.212174105
1,416,2021-01-14T21:00:00Z,1.039440591,0.212174105
1,417,2021-01-14T21:15:00Z,1.06056221,0.212174105
1,418,2021-01-14T21:30:00Z,1.06056221,0.360097928
1,419,2021-01-14T21:45:00Z,1.06056221,0.360097928
1,420,2021-01-14T22:00:00Z,1.06056221,0.360097928
1,421,2021-01-14T22:15:00Z,1.039440591,0.360097928
1,422,2021-01-14T22:30:00Z,1.018318972,0.360097928
1,423,2021-01-14T22:45:00Z,0.976075735,0.273809031
1,424,2021-01-14T23:00:00Z,0.976075735,0.273809031
1,425,2021-01-14T23:15:00Z,0.933832497,0.273809031
1,426,2021-01-14T23:30:00Z,0.870467641,0.273809031
1,427,2021-01-14T23:45:00Z,0.828224403,-0.022038614
1,428,2021-01-15T00:00:00Z,0.785981166,-0.022038614
1,429,2021-01-15T00:15:00Z,0.722616309,-0.022038614
1,430,2021-01-15T00:30:00Z,0.659251453,-0.022038614
